citation,query,title,url
157,price+based+indicators+stock+prediciton,An evolutionary approach to the combination of multiple classifiers to  predict  a  stock price  index,https://www.sciencedirect.com/science/article/pii/S0957417405002101
15,price+based+indicators+stock+prediciton,Wrapper-Enabled feature selection and CPLM-based NARX model for  stock market prediction,https://academic.oup.com/comjnl/article-abstract/64/2/169/5894133
51,price+based+indicators+stock+prediciton,[HTML] [HTML]   Stock market prediction  using Firefly algorithm with evolutionary framework optimized feature reduction for OSELM method,https://www.sciencedirect.com/science/article/pii/S2590188519300162
60,price+based+indicators+stock+prediciton,Regression techniques for the  prediction  of  stock price  trend,https://ieeexplore.ieee.org/abstract/document/6396535/
200,price+based+indicators+stock+prediciton,Genetic algorithm-optimized long short-term memory network for  stock market prediction,https://www.mdpi.com/353308
15,price+based+indicators+stock+prediciton,Dynamically Adjustable Moving Average (AMA')  technical analysis indicator  to  forecast  Asian Tigers' futures markets,https://www.sciencedirect.com/science/article/pii/S0378437118307386
30,price+based+indicators+stock+prediciton,[HTML] [HTML]   Stock prediction  based on optimized LSTM and GRU models,https://www.hindawi.com/journals/sp/2021/4055281/
52,price+based+indicators+stock+prediciton,Enhancement of  stock market forecasting  using an improved fundamental  analysis -based approach,https://link.springer.com/article/10.1007/s00500-016-2028-y
398,price+based+indicators+stock+prediciton,"Combining multiple feature selection methods for  stock prediction : Union, intersection, and multi-intersection approaches",https://www.sciencedirect.com/science/article/pii/S0167923610001521
130,price+based+indicators+stock+prediciton,Stock price prediction  using machine learning and LSTM-based deep learning models,https://link.springer.com/chapter/10.1007/978-981-16-0419-5_8
18,price+based+indicators+stock+prediciton,[HTML] [HTML]   Predicting stock prices  using polynomial classifiers: The case of Dubai financial  market,https://www.scirp.org/html/4585.html
14,price+based+indicators+stock+prediciton,Stock price forecasting  using PSOSVM,https://ieeexplore.ieee.org/abstract/document/5579738/
11,price+based+indicators+stock+prediciton,[PDF] [PDF]   Technical  methods of  forecasting stock prices,https://www.tandfonline.com/doi/pdf/10.1080/01621459.1934.10502733
96,price+based+indicators+stock+prediciton,Improved v-support vector regression model based on variable selection and brain storm optimization for  stock price forecasting,https://www.sciencedirect.com/science/article/pii/S1568494616303507
44,price+based+indicators+stock+prediciton,"[HTML] [HTML]   Stock market prediction  using machine learning techniques: a decade survey on methodologies, recent developments, and future directions",https://www.mdpi.com/2079-9292/10/21/2717
77,price+based+indicators+stock+prediciton,Application of deep reinforcement learning in  stock trading  strategies and  stock forecasting,https://link.springer.com/article/10.1007/s00607-019-00773-w
64,price+based+indicators+stock+prediciton,[PDF] [PDF]   Forecasting  to Classification:  Predicting  the direction of  stock market price  using Xtreme Gradient Boosting,https://www.researchgate.net/profile/Snehanshu-Saha/publication/309492895_Forecasting_to_Classification_Predicting_the_direction_of_stock_market_price_using_Xtreme_Gradient_Boosting/links/581384c008aedc7d8961e371/Forecasting-to-Classification-Predicting-the-direction-of-stock-market-price-using-Xtreme-Gradient-Boosting.pdf
43,price+based+indicators+stock+prediciton,Training multilayer perceptron with genetic algorithms and particle swarm optimization for modeling  stock price  index  prediction,https://www.mdpi.com/876086
141,price+based+indicators+stock+prediciton,[HTML] [HTML]   A comprehensive evaluation of ensemble learning for  stock - market prediction,https://journalofbigdata.springeropen.com/articles/10.1186/s40537-020-00299-5
17,price+based+indicators+stock+prediciton,Forecasting stock market  movements using various kernel functions in support vector machine,https://dl.acm.org/doi/abs/10.1145/2979779.2979886
13,price+based+indicators+stock+prediciton,Can the exchange rate be used to  predict  the shanghai composite index?,https://ieeexplore.ieee.org/abstract/document/8943152/
53,price+based+indicators+stock+prediciton,Hybrid fuzzy neural network to  predict price  direction in the German DAX-30 index,https://journals.vilniustech.lt/index.php/TEDE/article/view/6394
249,price+based+indicators+stock+prediciton,[HTML] [HTML]   Stock price prediction  using support vector regression on daily and up to the minute  prices,https://www.sciencedirect.com/science/article/pii/S2405918818300060
50,price+based+indicators+stock+prediciton,Predicting stock market  trends using machine learning algorithms via public sentiment and political situation  analysis,https://link.springer.com/article/10.1007/s00500-019-04347-y
199,price+based+indicators+stock+prediciton,Predicting  short-term  stock prices  using ensemble methods and online data sources,https://www.sciencedirect.com/science/article/pii/S0957417418303622
citation,query,title,url
114,price+based+indicators+stock+prediciton,[PDF] [PDF]   State-of-the-art in  stock prediction  techniques,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8bbc6b03515a9f7de2464897f0bc10a7cd0b8347
92,price+based+indicators+stock+prediciton,[HTML] [HTML]   A graph- based  CNN-LSTM  stock price prediction  algorithm with leading  indicators,https://link.springer.com/article/10.1007/s00530-021-00758-w
22,price+based+indicators+stock+prediciton,[PDF] [PDF]   Stock prediction based  on technical  indicators  using deep learning model,https://www.academia.edu/download/71652189/pdf.pdf
115,price+based+indicators+stock+prediciton,Evaluating and understanding text- based stock price prediction  models,https://www.sciencedirect.com/science/article/pii/S0306457313001143
31,price+based+indicators+stock+prediciton,A graph‐ based  convolutional neural network  stock price prediction  with leading  indicators,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2915
94,price+based+indicators+stock+prediciton,[PDF] [PDF]   Machine learning techniques for  stock prediction,http://ganj-ie.iust.ac.ir:8081/images/6/62/MachineLearningTechniquesforStockPrediction.pdf
188,price+based+indicators+stock+prediciton,Combining news and technical  indicators  in daily  stock price  trends  prediction,https://link.springer.com/chapter/10.1007/978-3-540-72395-0_132
63,price+based+indicators+stock+prediciton,[PDF] [PDF]   Stock price prediction  using technical  indicators : a predictive model using optimal deep learning,https://www.researchgate.net/profile/Piyush-Shukla/publication/337800376_Stock_Indices_Price_Prediction_Based_on_Technical_Indicators_using_Deep_Learning_Model/links/5dea8d904585159aa46888fa/Stock-Indices-Price-Prediction-Based-on-Technical-Indicators-using-Deep-Learning-Model.pdf
7,price+based+indicators+stock+prediciton,A hybrid  stock price prediction  model  based  on pre and deep neural network,https://www.mdpi.com/1595148
149,price+based+indicators+stock+prediciton,A survey of forex and  stock price prediction  using deep learning,https://www.mdpi.com/983750
1725,geometric+shapes+technical+indicators+stock+market,"Foundations of  technical analysis : Computational algorithms, statistical inference, and empirical implementation",https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00265
91,geometric+shapes+technical+indicators+stock+market,"Fuzzy logic,  trading  uncertainty and  technical trading",https://www.sciencedirect.com/science/article/pii/S0378426612002889
5,geometric+shapes+technical+indicators+stock+market,Understanding  technical analysis : A conceptual framework,https://www.indianjournals.com/ijor.aspx?target=ijor:ijarmss&volume=4&issue=4&article=021
4,geometric+shapes+technical+indicators+stock+market,The effectiveness of the automatic system of fuzzy logic-based  technical patterns  recognition: Evidence from Tehran  stock exchange,https://amfa.arak.iau.ir/article_666547.html
556,geometric+shapes+technical+indicators+stock+market,[BOOK] [B]   Technical analysis : the complete resource for financial  market  technicians,https://books.google.com/books?hl=en&lr=&id=I5SgX5q5sQEC&oi=fnd&pg=PR9&dq=geometric+shapes+technical+indicators+stock+market&ots=knpYEyXCcu&sig=3i_Z8Ggry4ogrPNGfJSolk0Wa7o
1,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   The Implementation of Nature Laws in the  Mathematical  Models for Successful Prediction in the  Technical Analysis,http://www.sciencehorizon.ru/wp-content/uploads/2017/08/Nauchnyie_gorizontyi_---2_18_20191.pdf#page=88
864,geometric+shapes+technical+indicators+stock+market,What do we know about the profitability of  technical analysis ?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2007.00519.x
11,geometric+shapes+technical+indicators+stock+market,"Chaos and order in the  capital markets : A new view of cycles, prices, and  market  volatility",https://www.jstor.org/stable/2329084
,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   A Review of the Behaviors of  Technical Analysis  Based on Selected  Shares  of Dhaka  Stock Exchange  (DSE),https://www.researchgate.net/profile/Shapan-Majumder/publication/345778983_Impact_of_Environmental_Quality_on_Healthcare_Expenditures_in_Bangladesh/links/5fadb03792851cf7dd194981/Impact-of-Environmental-Quality-on-Healthcare-Expenditures-in-Bangladesh.pdf#page=137
2232,geometric+shapes+technical+indicators+stock+market,"[BOOK] [B]   Chaos and order in the  capital markets : a new view of cycles, prices, and  market  volatility",https://books.google.com/books?hl=en&lr=&id=Qi0meDlDrgQC&oi=fnd&pg=PA1&dq=geometric+shapes+technical+indicators+stock+market&ots=lcId_aMxz_&sig=SYbxSAB-6uko6op51nOmSuXxz0g
193,technical+indicators+predict+stock+price,Stock market trading  rule based on pattern recognition and  technical analysis :  Forecasting  the DJIA index with intraday data,https://www.sciencedirect.com/science/article/pii/S0957417415002110
238,technical+indicators+predict+stock+price,A systematic review of fundamental and  technical analysis  of  stock market predictions,https://link.springer.com/article/10.1007/s10462-019-09754-z
